Date,d18O
2012-06-01,-8.784238064191307
2012-06-02,-9.672561553690407
2012-06-03,-8.515699257629699
2012-06-04,-8.484880005522305
2012-06-05,-9.21496256270045
2012-06-06,-9.152864099917204
2012-06-07,-9.927794924538375
2012-06-08,-8.93647724981691
2012-06-09,-8.93917798689835
2012-06-10,-9.288133569985076
2012-06-11,-8.72691258967088
2012-06-12,-9.48838946313939
2012-06-13,-9.071510285948502
2012-06-14,-9.896299036543049
2012-06-15,-9.431078115260584
2012-06-16,
2012-06-17,-9.372824170357356
2012-06-18,-9.703562932152227
2012-06-19,-9.61799949690837
2012-06-20,-9.17283583721156
2012-06-21,-9.837960316270838
2012-06-22,-10.456698095672193
2012-06-23,-8.812551502542918
2012-06-24,-9.03064284474509
2012-06-25,-10.40161011222188
2012-06-26,-9.444806100392702
2012-06-27,-10.075390869626357
2012-06-28,-9.726455467812649
2012-06-29,-9.745424563273842
2012-06-30,-10.044109880381919
2012-07-01,-10.353179795156548
2012-07-02,-10.340969923512581
2012-07-03,-10.488199062703686
2012-07-04,-10.48040900869383
2012-07-05,-10.132462763251189
2012-07-06,-10.491100068135438
2012-07-07,-9.826501074114226
2012-07-08,-9.458161488726837
2012-07-09,-10.526008935204498
2012-07-10,-10.150407981413002
2012-07-11,-10.054315663727225
2012-07-12,-10.102115065306656
2012-07-13,-10.33399649467228
2012-07-14,-10.034380774185339
2012-07-15,-10.198225302097434
2012-07-16,-11.091678774006073
2012-07-17,-10.071627391851223
2012-07-18,-10.095768072286882
2012-07-19,-10.954104988753649
2012-07-20,-10.58637206398758
2012-07-21,
2012-07-22,-10.775208914757716
2012-07-23,-10.16637566230374
2012-07-24,-9.553033131127131
2012-07-25,-11.159849597740772
2012-07-26,-11.48903916078665
2012-07-27,-10.67803154520827
2012-07-28,-10.500337981400675
2012-07-29,-11.007475992803755
2012-07-30,-10.196072076320633
2012-07-31,-11.622391867455182
2012-08-01,-10.636734181330917
2012-08-02,-11.315937485706735
2012-08-03,-10.182831939612907
2012-08-04,-10.075468534817057
2012-08-05,-11.483942682948978
2012-08-06,-11.40395544516288
2012-08-07,-10.727611280265297
2012-08-08,-11.37885640037
2012-08-09,-11.23553178946267
2012-08-10,-11.227308180467347
2012-08-11,-12.226648242422245
2012-08-12,-11.300164941002885
2012-08-13,-11.664161666302364
2012-08-14,-11.591520500346332
2012-08-15,-10.648406402255418
2012-08-16,-12.023333695118733
2012-08-17,-11.012922671904331
2012-08-18,-11.583031687379483
2012-08-19,-11.607028093661512
2012-08-20,-11.095125695887624
2012-08-21,-11.34300862393668
2012-08-22,-11.25000266873577
2012-08-23,-11.073037410520145
2012-08-24,-11.744143726077173
2012-08-25,-11.90550059498961
2012-08-26,-12.162376901332092
2012-08-27,-12.05244698799532
2012-08-28,-10.184649369347383
2012-08-29,-11.055820667666744
2012-08-30,-12.372164922493992
2012-08-31,-12.375821939672413
2012-09-01,-11.491117776709629
2012-09-02,-11.475363713448166
2012-09-03,-11.490981942958514
2012-09-04,-11.908807088550798
2012-09-05,-11.859434528965478
2012-09-06,-11.647614169448829
2012-09-07,-11.782917892992883
2012-09-08,-12.949284744474207
2012-09-09,-11.96776015788631
2012-09-10,-12.291241053042112
2012-09-11,-11.790057577111678
2012-09-12,-10.396603605143014
2012-09-13,-11.71650303911532
2012-09-14,-12.067457167612757
2012-09-15,-11.459674621613106
2012-09-16,-11.68854614792046
2012-09-17,-11.728586479695455
2012-09-18,-11.643378388801025
2012-09-19,-10.926125772950003
2012-09-20,-12.52685730530378
2012-09-21,
2012-09-22,-12.436891571862363
2012-09-23,-11.701213434462197
2012-09-24,-12.44299615514825
2012-09-25,-12.196432453172788
2012-09-26,-12.138801943531611
2012-09-27,-11.506267321804193
2012-09-28,-11.537277045901883
2012-09-29,
2012-09-30,-11.971921477726033
2012-10-01,-12.354733286056351
2012-10-02,-12.629158824059413
2012-10-03,-12.107786099504008
2012-10-04,-12.152298555690292
2012-10-05,-10.782887248200455
2012-10-06,-11.777363187446301
2012-10-07,-12.679659449006026
2012-10-08,-12.269656174465204
2012-10-09,-11.472407933495663
2012-10-10,-10.934121772534947
2012-10-11,-12.765992969279214
2012-10-12,-12.907037817088982
2012-10-13,-11.025085258868293
2012-10-14,
2012-10-15,-12.379960263292853
2012-10-16,-11.670257548990149
2012-10-17,-13.24663079750193
2012-10-18,-11.917683260431323
2012-10-19,-11.745506540282106
2012-10-20,-11.436763142661114
2012-10-21,-12.394765359771284
2012-10-22,-11.833334338582452
2012-10-23,-12.326695576741919
2012-10-24,-11.723545147666627
2012-10-25,-12.285616137657568
2012-10-26,-12.02815547013204
2012-10-27,-12.30763503999143
2012-10-28,-11.469245986292485
2012-10-29,-11.350144199113878
2012-10-30,-11.880709148520278
2012-10-31,-11.727787154066835
2012-11-01,-12.454192209233643
2012-11-02,-11.862213272084006
2012-11-03,-11.719448983468627
2012-11-04,-10.365420471859375
2012-11-05,-12.21277497147131
2012-11-06,-10.90518700917007
2012-11-07,-11.11884591557572
2012-11-08,-11.456478196044488
2012-11-09,-10.696534734428678
2012-11-10,-11.368374500578046
2012-11-11,-11.337969919375016
2012-11-12,-11.536778617986766
2012-11-13,-10.875655726648171
2012-11-14,-10.915987269855252
2012-11-15,-11.75340896259865
2012-11-16,-12.076116060305885
2012-11-17,-11.493485762951309
2012-11-18,-11.767105793852274
2012-11-19,-11.373535323467992
2012-11-20,-10.697343441096663
2012-11-21,-11.518613364190891
2012-11-22,-11.284892534843937
2012-11-23,-11.20761390001537
2012-11-24,-10.785188312236322
2012-11-25,
2012-11-26,-11.457245387663283
2012-11-27,-11.019982821025227
2012-11-28,-10.496981525387296
2012-11-29,-11.314043937625248
2012-11-30,-11.977124711346507
2012-12-01,-10.699440867853243
2012-12-02,-11.29712735066061
2012-12-03,-11.544139217329052
2012-12-04,-11.231057399291503
2012-12-05,-10.980454287146365
2012-12-06,-11.15960801428456
2012-12-07,-11.928809114432097
2012-12-08,-10.346038956897816
2012-12-09,-10.125445377506225
2012-12-10,-10.405206995956869
2012-12-11,-11.267679615131206
2012-12-12,-10.767244538138348
2012-12-13,-10.637224192315793
2012-12-14,-10.301843503447165
2012-12-15,-10.234169700600498
2012-12-16,-10.902357910146788
2012-12-17,-10.461045903044983
2012-12-18,-10.240027586635989
2012-12-19,-9.70724204922318
2012-12-20,-10.04925659290129
2012-12-21,-9.973219358414896
2012-12-22,-10.291963404965436
2012-12-23,-9.594677363663143
2012-12-24,-10.060967008332435
2012-12-25,-10.662255162625742
2012-12-26,-9.495820456628955
2012-12-27,-9.814289594536872
2012-12-28,-10.350450724778964
2012-12-29,-10.334324529241892
2012-12-30,-9.911911617134137
2012-12-31,-9.794210522265056
2013-01-01,-9.89275268177843
2013-01-02,-9.801342917796932
2013-01-03,-9.072629732358754
2013-01-04,-9.35247091007181
2013-01-05,-9.758591827945397
2013-01-06,-9.34896470107557
2013-01-07,-10.301645688451051
2013-01-08,-9.552247465346998
2013-01-09,-8.812458689757563
2013-01-10,-9.792119397774519
2013-01-11,-10.07299177670099
2013-01-12,-9.94140143381834
2013-01-13,-10.126469507378479
2013-01-14,-9.940453737567816
2013-01-15,-9.699880360129825
2013-01-16,-10.184106977638509
2013-01-17,-9.440364943019281
2013-01-18,-8.964049459204524
2013-01-19,-9.83625312754095
2013-01-20,-8.5901028321793
2013-01-21,-9.061910927246132
2013-01-22,-8.769780876058253
2013-01-23,-9.581964202099929
2013-01-24,-8.793981103376291
2013-01-25,-9.73563790535615
2013-01-26,-8.713214232390431
2013-01-27,-9.041334401894051
2013-01-28,-8.819802810341839
2013-01-29,-9.653667453057569
2013-01-30,-9.483123225345597
2013-01-31,-8.706977733979432
2013-02-01,-9.450063645489175
2013-02-02,-8.714887348329333
2013-02-03,-9.600971999022887
2013-02-04,-8.464548948714572
2013-02-05,-9.476459542158734
2013-02-06,-8.555947031444836
2013-02-07,-8.491526250259094
2013-02-08,-9.125326157616579
2013-02-09,-8.458887419236767
2013-02-10,-8.593009949983893
2013-02-11,-8.966360205082767
2013-02-12,-9.175310410992395
2013-02-13,-9.626832969454394
2013-02-14,-8.445582967018977
2013-02-15,-9.37810548687163
2013-02-16,
2013-02-17,-8.679274278832818
2013-02-18,-8.184542991674626
2013-02-19,-8.652138076040544
2013-02-20,-8.643283710460727
2013-02-21,-8.090519174762285
2013-02-22,-8.267276981922379
2013-02-23,-8.255542653518242
2013-02-24,-8.158270908027918
2013-02-25,-9.140450400712353
2013-02-26,
2013-02-27,-8.027399725814842
2013-02-28,-8.82319738431504
2013-03-01,-8.418616415343264
2013-03-02,-8.298454251313581
2013-03-03,-8.328782759285911
2013-03-04,-8.077852583336055
2013-03-05,-7.512866772317281
2013-03-06,-7.671958596515598
2013-03-07,-8.853772203003391
2013-03-08,-7.871981597701959
2013-03-09,-7.504441594277203
2013-03-10,-7.961937504397292
2013-03-11,-7.596830926895403
2013-03-12,-7.123715008446503
2013-03-13,-7.60607795745627
2013-03-14,-7.9819178658863645
2013-03-15,-7.573227655621402
2013-03-16,-8.01309119680493
2013-03-17,-8.063913333361231
2013-03-18,-8.242471097056674
2013-03-19,-7.276528499621179
2013-03-20,-8.459495311296177
2013-03-21,-7.276719868500536
2013-03-22,-7.786173557756521
2013-03-23,-8.729541743757968
2013-03-24,-7.8404300342342035
2013-03-25,-9.0692186137553
2013-03-26,-7.701988179715463
2013-03-27,-7.568250744564238
2013-03-28,-8.303757378421368
2013-03-29,-7.943108056464486
2013-03-30,-7.02569607895691
2013-03-31,-8.254132050422974
2013-04-01,-8.529787853988092
2013-04-02,-7.2591694547193155
2013-04-03,-7.018966488010884
2013-04-04,-7.9992629298921045
2013-04-05,-7.496821434135026
2013-04-06,-7.333848256814327
2013-04-07,-8.378452068631745
2013-04-08,-8.25307630646528
2013-04-09,-7.39878831635124
2013-04-10,
2013-04-11,-7.742151079924539
2013-04-12,-8.469059668167123
2013-04-13,-7.0417661224564325
2013-04-14,-8.307507701424118
2013-04-15,-8.216896114432156
2013-04-16,-7.886040513387688
2013-04-17,-7.28858633004715
2013-04-18,
2013-04-19,-7.876862538963711
2013-04-20,-7.862817150507242
2013-04-21,-8.083434087190497
2013-04-22,-7.837412374541823
2013-04-23,
2013-04-24,-8.289035865598361
2013-04-25,-8.0330232866122
2013-04-26,-8.742689768421062
2013-04-27,-7.988061900364633
2013-04-28,-8.298038207632692
2013-04-29,-7.333177676889356
2013-04-30,
2013-05-01,-8.47562779623708
2013-05-02,-8.334831011246212
2013-05-03,-8.31358814999849
2013-05-04,-8.520156294540891
2013-05-05,-8.215030989927394
2013-05-06,-8.710400787397887
2013-05-07,-8.915777498522038
2013-05-08,-8.058812419717707
2013-05-09,-8.075583733672405
2013-05-10,-8.813163221496795
2013-05-11,-7.984454651252859
2013-05-12,-8.769512213441462
2013-05-13,-8.34918928020271
2013-05-14,
2013-05-15,-8.538021755160004
2013-05-16,-8.317226592476588
2013-05-17,-8.826624123378457
2013-05-18,-8.69087847675602
2013-05-19,-8.720227243021354
2013-05-20,-9.015648207297648
2013-05-21,-8.756209369835936
2013-05-22,-9.46798890477801
2013-05-23,-8.96550065716235
2013-05-24,-8.888984353668176
2013-05-25,-8.901630223648187
2013-05-26,-8.921645739896089
2013-05-27,-8.859490620315363
2013-05-28,-8.616945898351554
2013-05-29,-8.44780458806816
2013-05-30,-9.238672134057264
2013-05-31,-9.544437770982716
2013-06-01,-9.49322020350293
2013-06-02,-9.245464255220401
2013-06-03,-9.207783615630305
2013-06-04,-9.447067651083463
2013-06-05,-9.74065216006226
2013-06-06,-9.351446967712052
2013-06-07,-9.063725373977658
2013-06-08,-8.888226296373714
2013-06-09,-9.495995853432103
2013-06-10,-9.455558153696474
2013-06-11,-9.744405528246809
2013-06-12,-9.328985837194608
2013-06-13,-9.769893662851214
2013-06-14,-9.091722156892393
2013-06-15,-10.304010002393456
2013-06-16,-9.62385655742867
2013-06-17,-9.326617533381818
2013-06-18,-9.41853814004423
2013-06-19,-8.197367625566708
2013-06-20,-9.402548476551686
2013-06-21,-10.113164858325677
2013-06-22,-9.692673825170463
2013-06-23,
2013-06-24,-9.753155027824752
2013-06-25,-10.163472394823009
2013-06-26,-9.323413324922086
2013-06-27,-10.09010746990698
2013-06-28,-9.908003805068102
2013-06-29,-10.201727782044639
2013-06-30,-9.048885540986744
2013-07-01,-10.11331912856849
2013-07-02,-9.070819749864187
2013-07-03,-9.614426734467912
2013-07-04,-9.814867232812723
2013-07-05,-9.905915461889183
2013-07-06,
2013-07-07,-11.122790889520045
2013-07-08,-10.332667100837783
2013-07-09,-9.804860043579733
2013-07-10,-10.286033943450574
2013-07-11,-10.998249190342847
2013-07-12,-10.355837918603124
2013-07-13,
2013-07-14,-9.77385002799298
2013-07-15,-10.461956634776477
2013-07-16,-9.988761209489095
2013-07-17,-10.681133127291558
2013-07-18,-11.383061849021471
2013-07-19,-11.026448319428612
2013-07-20,-9.81569325047334
2013-07-21,-10.766879782372555
2013-07-22,-10.784134445290878
2013-07-23,-10.844724740505994
2013-07-24,-9.774894930179302
2013-07-25,-9.94592622976806
2013-07-26,-9.681233460805762
2013-07-27,-10.90163011457409
2013-07-28,-10.705535922006298
2013-07-29,-11.642657578644538
2013-07-30,-10.176595539089366
2013-07-31,-11.529408194206518
2013-08-01,-10.867306509003308
2013-08-02,-11.554232703375025
2013-08-03,-11.329604433875721
2013-08-04,-11.483085493219727
2013-08-05,-11.397360176075091
2013-08-06,-11.391628604031222
2013-08-07,-11.424514318886498
2013-08-08,-10.761685218574433
2013-08-09,-11.758407130670204
2013-08-10,-11.122971712684347
2013-08-11,-10.651164605815959
2013-08-12,-11.543271223065682
2013-08-13,-11.671780597769668
2013-08-14,-11.453843091672638
2013-08-15,-10.774081694000571
2013-08-16,-11.291850388741071
2013-08-17,-11.67906025845903
2013-08-18,-11.195645428982827
2013-08-19,-12.012435068755192
2013-08-20,-11.143882058952489
2013-08-21,-11.303091674934945
2013-08-22,-11.683687016437686
2013-08-23,-11.97101044483758
2013-08-24,-12.016533593314929
2013-08-25,-11.326794517401432
2013-08-26,-11.000251237360168
2013-08-27,
2013-08-28,-11.425185322716755
2013-08-29,-12.716979337370018
2013-08-30,-11.984366641512064
2013-08-31,-11.725678483614836
2013-09-01,-12.182575906058391
2013-09-02,-12.213061301004718
2013-09-03,-12.095255491094736
2013-09-04,-11.631305731495392
2013-09-05,-11.886577025784298
2013-09-06,-12.92700800250729
2013-09-07,-12.882687346982856
2013-09-08,-12.139675485497461
2013-09-09,-11.620761855630244
2013-09-10,-13.236172494187006
2013-09-11,-12.12454896500457
2013-09-12,-12.149516860171886
2013-09-13,-11.20337488377567
2013-09-14,-12.100644005972109
2013-09-15,-11.72666328769776
2013-09-16,-11.856986276229728
2013-09-17,-13.001784740136944
2013-09-18,-11.560711503928124
2013-09-19,-11.84485496944572
2013-09-20,-11.705579220354437
2013-09-21,-10.003175094226137
2013-09-22,-13.014348966432484
2013-09-23,-11.115359087960623
2013-09-24,-12.126260853257628
2013-09-25,-11.843115657450284
2013-09-26,-12.01319132819808
2013-09-27,-12.205619466341807
2013-09-28,-12.280893948750577
2013-09-29,-11.83310865998321
2013-09-30,-12.75774421943163
2013-10-01,-11.624570547831528
2013-10-02,-12.208068303744064
2013-10-03,-12.564524916905325
2013-10-04,-12.223424141133856
2013-10-05,-11.368179204502997
2013-10-06,-12.2621665856628
2013-10-07,-11.81242725791531
2013-10-08,-12.353697867262222
2013-10-09,-11.60523612062173
2013-10-10,-11.636833336539041
2013-10-11,-11.050087157933813
2013-10-12,-12.056393661747675
2013-10-13,-11.627921857164472
2013-10-14,-11.906272399193856
2013-10-15,-11.299848580898477
2013-10-16,-12.299102587738956
2013-10-17,-11.558511675190031
2013-10-18,-12.019119499173339
2013-10-19,-11.944052776242403
2013-10-20,-11.855704502700979
2013-10-21,-11.764519895612926
2013-10-22,-11.937254493467105
2013-10-23,-11.75972719065058
2013-10-24,-11.065416063654817
2013-10-25,-11.348592790812878
2013-10-26,-11.393038003044872
2013-10-27,-12.041141907207534
2013-10-28,-12.243212797220215
2013-10-29,-11.305630110474903
2013-10-30,-11.3294172984591
2013-10-31,-11.014742647841768
2013-11-01,-12.036187417547035
2013-11-02,-11.831577374263956
2013-11-03,-12.518643040225676
2013-11-04,-11.876731692246132
2013-11-05,-11.163308778334526
2013-11-06,-11.875447925239875
2013-11-07,-11.302080586556713
2013-11-08,-11.697212214955487
2013-11-09,-11.419098279712319
2013-11-10,-12.13367073974127
2013-11-11,-11.495456993700886
2013-11-12,-13.01141124044506
2013-11-13,-11.58662430814582
2013-11-14,-12.285303970123453
2013-11-15,-10.843526192614073
2013-11-16,-11.033847827565376
2013-11-17,-11.16482311014807
2013-11-18,-10.612848847110625
2013-11-19,-11.822597183721653
2013-11-20,-10.448845350973498
2013-11-21,-10.830427837421235
2013-11-22,-11.388414270582961
2013-11-23,-10.67556370694163
2013-11-24,-11.769389755992906
2013-11-25,-11.601009393933799
2013-11-26,-11.465204717238052
2013-11-27,-11.397212720194911
2013-11-28,-11.632481506871965
2013-11-29,-10.463813219933574
2013-11-30,-11.17561580688318
2013-12-01,-10.840460391696581
2013-12-02,-11.272111966561317
2013-12-03,-11.867169290783659
2013-12-04,-10.791487165939275
2013-12-05,-11.852017366525672
2013-12-06,-10.899315827310689
2013-12-07,-11.518009282073866
2013-12-08,-9.808819971279599
2013-12-09,-10.315145357821288
2013-12-10,-10.686090471259028
2013-12-11,-10.075036003720843
2013-12-12,-11.097760127005236
2013-12-13,-10.3703756190355
2013-12-14,-10.509533249358972
2013-12-15,-10.444571240752207
2013-12-16,-9.907376726888891
2013-12-17,-10.144118774856846
2013-12-18,-10.332663318975646
2013-12-19,-11.270988033227116
2013-12-20,-10.889955375578724
2013-12-21,-10.437553302021463
2013-12-22,-10.295667932082077
2013-12-23,-10.873509957462334
2013-12-24,-9.068532470323998
2013-12-25,-9.48205530273791
2013-12-26,-9.905003597890124
2013-12-27,-10.135793777880792
2013-12-28,-10.243615301912852
2013-12-29,-10.579127963749936
2013-12-30,-10.030055861967785
2013-12-31,-9.905526880765143
2014-01-01,-10.620880287740814
2014-01-02,-9.79850864054103
2014-01-03,-10.008833403185156
2014-01-04,-10.850735045199881
2014-01-05,-10.292681688427471
2014-01-06,-10.034990558188161
2014-01-07,-8.850093413243549
2014-01-08,-9.48147110736842
2014-01-09,-10.393369976436748
2014-01-10,-9.448573760165806
2014-01-11,-10.431297875248784
2014-01-12,-9.082455637832872
2014-01-13,-9.82563009796995
2014-01-14,-9.603273779256622
2014-01-15,-8.860076525840757
2014-01-16,-10.133216958045383
2014-01-17,-10.15500561561423
2014-01-18,-9.71521838175397
2014-01-19,-8.871372108272011
2014-01-20,-10.117557729367887
2014-01-21,-10.741475660782921
2014-01-22,-9.51869008665632
2014-01-23,-8.985162233149781
2014-01-24,-8.629042406221933
2014-01-25,
2014-01-26,-9.371861540900545
2014-01-27,-8.558050828604168
2014-01-28,-10.03898097103193
2014-01-29,-9.267744542456523
2014-01-30,-8.947920414528067
2014-01-31,-8.78845435600301
2014-02-01,-9.238190470720417
2014-02-02,-8.936590887448814
2014-02-03,-10.16880892322527
2014-02-04,-9.224921520675084
2014-02-05,-8.640521777559862
2014-02-06,-9.330237161509146
2014-02-07,-8.781755576035236
2014-02-08,-8.560320749811572
2014-02-09,-8.92790081989579
2014-02-10,-8.644631487528228
2014-02-11,-9.184842663090885
2014-02-12,-8.78077868991675
2014-02-13,-8.346752991896158
2014-02-14,-8.548161558825477
2014-02-15,-8.895107033650858
2014-02-16,-8.46534029390697
2014-02-17,-8.196171653794218
2014-02-18,-9.554903291022855
2014-02-19,-7.927286738457231
2014-02-20,-8.652284114345841
2014-02-21,-8.249193314862048
2014-02-22,-7.841551493343957
2014-02-23,-9.104710054792136
2014-02-24,-8.752759839257191
2014-02-25,-8.521953863780729
2014-02-26,-8.749676524936435
2014-02-27,-7.470937678457345
2014-02-28,-8.747889907697703
2014-03-01,-8.578872430780473
2014-03-02,-8.181002437614731
2014-03-03,-8.866877658475628
2014-03-04,-8.44676237016087
2014-03-05,-8.07383267465092
2014-03-06,-8.383149812597482
2014-03-07,-8.248101046343923
2014-03-08,-8.451293912028591
2014-03-09,-8.92961985529706
2014-03-10,-7.997885760709895
2014-03-11,-7.268058371740474
2014-03-12,-8.12371540237244
2014-03-13,-8.008227969470104
2014-03-14,-7.7629985286153085
2014-03-15,-8.733084503348184
2014-03-16,-7.236783983247047
2014-03-17,-7.9770647506736045
2014-03-18,-7.253057218826772
2014-03-19,-8.426830103827408
2014-03-20,-7.143184566891103
2014-03-21,-7.65711608401928
2014-03-22,-7.761230697530397
2014-03-23,-7.914376083825359
2014-03-24,-8.149872734455208
2014-03-25,-7.420146964828921
2014-03-26,
2014-03-27,-8.995315122389094
2014-03-28,-8.566939163833384
2014-03-29,-8.098423833941684
2014-03-30,-7.848246695482939
2014-03-31,-8.029876532313997
2014-04-01,-7.391024357718021
2014-04-02,-8.975579830717875
2014-04-03,-7.9283459001550085
2014-04-04,-8.909832241597787
2014-04-05,-7.622280824488199
2014-04-06,-8.051251872589804
2014-04-07,-7.796693714345154
2014-04-08,-8.441506274747423
2014-04-09,-7.373487424519337
2014-04-10,-7.496600574413122
2014-04-11,-7.730520435652879
2014-04-12,-8.092466126748532
2014-04-13,-7.743777409908133
2014-04-14,-8.393732743801943
2014-04-15,
2014-04-16,-7.230444440594046
2014-04-17,-7.528193219777064
2014-04-18,-8.437186388630241
2014-04-19,-7.9011335612952225
2014-04-20,-8.738437671763647
2014-04-21,-7.816261071532266
2014-04-22,-7.888305361655558
2014-04-23,-9.06022429283733
2014-04-24,-8.718471849131792
2014-04-25,-8.291964299714866
2014-04-26,-8.314186977001539
2014-04-27,-8.782401197044075
2014-04-28,-7.997618249479106
2014-04-29,-8.081350678948628
2014-04-30,-8.319732470330676
2014-05-01,-8.616530037218887
2014-05-02,-7.730838323181793
2014-05-03,-7.444562245888381
2014-05-04,-8.531631724743882
2014-05-05,-8.61402568239394
2014-05-06,-8.080930339225016
2014-05-07,-8.52463601538099
2014-05-08,-8.434896636681776
2014-05-09,-8.015431935532964
2014-05-10,-9.360474858179252
2014-05-11,-7.767655705400458
2014-05-12,-8.411942192221366
2014-05-13,-8.675963791412839
2014-05-14,-8.537221748324898
2014-05-15,-8.53422350831578
2014-05-16,-9.40431165788548
2014-05-17,-7.814947131696536
2014-05-18,-8.565884072709457
2014-05-19,-8.389594730558558
2014-05-20,
2014-05-21,-9.172000449697634
2014-05-22,-8.450442898086509
2014-05-23,-8.847147504640413
2014-05-24,-8.316470430423012
2014-05-25,-9.830371283984471
2014-05-26,-8.843571415981692
2014-05-27,-9.123058153427385
2014-05-28,-8.633488603258966
2014-05-29,-8.642910653859158
2014-05-30,-9.260390401673822
2014-05-31,-9.291632654393142
2014-06-01,-9.020161663772281
2014-06-02,-9.442739674098993
2014-06-03,-8.60331386138931
2014-06-04,-9.239085181651161
2014-06-05,-10.538431357512314
2014-06-06,-9.303074724376764
2014-06-07,-9.665923744042132
2014-06-08,-9.993530398356405
2014-06-09,-9.828089741581447
2014-06-10,-9.186390076634419
2014-06-11,-8.608716360910075
2014-06-12,-9.148602120698948
2014-06-13,-9.640809238504497
2014-06-14,-9.142164660956748
2014-06-15,-9.632407520382054
2014-06-16,-9.783084859217732
2014-06-17,-10.046055278508383
2014-06-18,-10.378034786268323
2014-06-19,-9.730476005261583
2014-06-20,-9.490018624946469
2014-06-21,
2014-06-22,-9.844463888790928
2014-06-23,-10.14323733703399
2014-06-24,-9.400222637216451
2014-06-25,-10.396980608259776
2014-06-26,-9.384547013906358
2014-06-27,-10.307883105700954
2014-06-28,-10.217263018829273
2014-06-29,-10.608755836599183
2014-06-30,-10.160419037894872
2014-07-01,-9.456443174280583
2014-07-02,-9.720683340250972
2014-07-03,-9.52369067238219
2014-07-04,-9.786230981523488
2014-07-05,-10.633523697351771
2014-07-06,-10.281445750821343
2014-07-07,-10.54047871738824
2014-07-08,-9.519375215371264
2014-07-09,-10.81728586051099
2014-07-10,-9.80620678898281
2014-07-11,-9.84066791176924
2014-07-12,-9.406338988331935
2014-07-13,-10.559901594688817
2014-07-14,-10.032701360305245
2014-07-15,-9.281725592894935
2014-07-16,-10.764936380909889
2014-07-17,-11.257064725560701
2014-07-18,-11.46283381397619
2014-07-19,-10.199602264366892
2014-07-20,-11.530498347602895
2014-07-21,
2014-07-22,-10.43566406072471
2014-07-23,-10.59414597957782
2014-07-24,-10.506221194084757
2014-07-25,-10.639795829474814
2014-07-26,-10.14328276646535
2014-07-27,-11.290417161077897
2014-07-28,-11.184058885194618
2014-07-29,-11.262943168660446
2014-07-30,-10.49231026613138
2014-07-31,
2014-08-01,-10.742564383618692
2014-08-02,-10.406390371932096
2014-08-03,-11.616822436306816
2014-08-04,-10.223550600936285
2014-08-05,-10.324591168510736
2014-08-06,-10.747125876242697
2014-08-07,-10.252433888219882
2014-08-08,-11.999703083453591
2014-08-09,-11.461327051170622
2014-08-10,-11.594111382940476
2014-08-11,
2014-08-12,-11.805146586209771
2014-08-13,
2014-08-14,-10.6469096397236
2014-08-15,-11.01003951593047
2014-08-16,-11.240826960588064
2014-08-17,-11.901291485408397
2014-08-18,-11.85501618162801
2014-08-19,-10.830593498804513
2014-08-20,-11.08911002523918
2014-08-21,-11.521238266486668
2014-08-22,-11.733182873661242
2014-08-23,-12.55918058769689
2014-08-24,-12.103293842708059
2014-08-25,-10.633285114763337
2014-08-26,-12.24987925971792
2014-08-27,
2014-08-28,-11.14580818234912
2014-08-29,-12.296201581047052
2014-08-30,-11.595101280668002
2014-08-31,-11.236715674783586
2014-09-01,-11.71713597185208
2014-09-02,-10.306386316703753
2014-09-03,-12.591574617761099
2014-09-04,
2014-09-05,-11.875485342651134
2014-09-06,-11.41823732544203
2014-09-07,-11.598122864879963
2014-09-08,-12.199395371943687
2014-09-09,-11.731817549699738
2014-09-10,-12.788218589635683
2014-09-11,-11.570046044384291
2014-09-12,-11.73443863520366
2014-09-13,-11.575478494166218
2014-09-14,-11.376479421890126
2014-09-15,
2014-09-16,-11.85125923953316
2014-09-17,-12.374867627926108
2014-09-18,-12.298900951192024
2014-09-19,-11.3573054660649
2014-09-20,-11.239810044628873
2014-09-21,-12.083758539849875
2014-09-22,-11.947846134957265
2014-09-23,-12.428715677485167
2014-09-24,-11.395006197689401
2014-09-25,-11.653066015225502
2014-09-26,-11.01896789298678
2014-09-27,-12.431951586227317
2014-09-28,-12.184417734929342
2014-09-29,
2014-09-30,-11.675644465321087
2014-10-01,-12.107573735497535
2014-10-02,-12.436479389276235
2014-10-03,-11.558962175078424
2014-10-04,-11.638173620435204
2014-10-05,-12.45536225444981
2014-10-06,-11.317396695004975
2014-10-07,-11.407321244806358
2014-10-08,-11.921985265317371
2014-10-09,-11.945458880681
2014-10-10,-11.703765754512558
2014-10-11,-12.406596854398215
2014-10-12,-11.955095604060961
2014-10-13,-13.040086152677882
2014-10-14,-11.51886844640894
2014-10-15,-12.730465632895756
2014-10-16,-11.190054906748268
2014-10-17,-12.098296067783421
2014-10-18,-12.029968635961879
2014-10-19,-12.228331839688876
2014-10-20,-12.04824754429726
2014-10-21,-11.184162163718755
2014-10-22,-13.125971597757783
2014-10-23,-11.231667075659022
2014-10-24,-11.688667119960758
2014-10-25,-12.44816905918672
2014-10-26,-12.368747942479711
2014-10-27,-10.978786893540914
2014-10-28,-12.275090833683683
2014-10-29,-12.36383329494597
2014-10-30,-11.20279256558476
2014-10-31,-11.585940995236722
2014-11-01,-12.207428421183156
2014-11-02,-11.612886904797929
2014-11-03,-12.216300163313978
2014-11-04,-11.134733480761902
2014-11-05,-11.135680394741792
2014-11-06,-11.381091370500231
